Cust_Id,Age,MonthlyIncome_EUR,MinBal_EUR,MaxBal_EUR,Age_with_Bank
101333,24,2456,239,799,4
101334,30,1499,435,667,3
101335,25,1867,307,4124,4
101336,23,1753,424,5438,5
101338,23,2999,281,4950,3
101339,23,2352,393,3165,0
101340,25,2760,517,5711,0
101341,25,2116,101,2283,2
101342,25,2650,153,2458,2
101343,26,2884,388,5634,1
101344,29,2164,582,2219,0
101345,28,2022,350,3084,2
101348,28,2227,324,5588,3
101350,24,1773,261,3426,0
101353,27,2059,239,3519,1
101354,28,2303,392,2811,2
101358,26,2392,535,4450,1
101360,25,1854,50,3020,1
101361,24,1589,343,2775,1
101362,27,2020,590,5701,0
101363,25,2156,195,5135,2
101365,29,2167,368,4395,0
101366,24,2135,535,6742,3
101367,24,2327,328,4367,4
101369,23,2467,622,7326,0
101371,24,2923,259,3314,0
101372,31,2232,374,6480,3
101375,30,2151,509,6913,2
101376,24,2424,272,3187,1
101378,29,2097,131,3795,1
101380,32,1963,159,2739,3
101381,27,2158,49,3385,0
101382,23,1681,90,3867,1
101383,33,2862,506,5475,0
101385,27,2262,310,3265,5
101386,26,2367,131,5654,3
101387,30,2331,198,7010,2
101388,31,2657,193,1497,2
101389,25,2029,252,3239,4
101391,26,2556,491,2219,1
101393,33,1454,335,6851,1
101394,25,2002,460,5652,1
101395,23,1864,447,5464,5
101396,25,2249,199,5883,0
101399,29,2916,355,6285,4
101402,27,2320,427,1437,0
101403,29,2248,539,3616,0
101404,27,2529,305,4645,0
101405,28,1991,310,4549,2
101408,31,1855,384,3765,1
101409,23,2621,202,3499,4
101410,23,2053,0,4947,4
101411,30,2536,405,7361,2
101412,27,2238,29,226,4
101413,26,2739,178,3598,1
101414,33,1856,444,3851,1
101416,28,1901,506,4270,3
101417,25,2244,0,3846,2
101418,26,2709,352,3688,3
101419,31,2726,255,2459,3
101420,27,1438,473,4338,0
101421,27,2282,558,2342,1
101422,29,1140,71,2942,1
101423,23,2462,303,4131,4
101427,33,2224,230,8129,3
101429,24,2342,112,2563,0
101430,23,2124,327,3459,0
101431,26,2507,0,2914,1
101432,28,2163,257,4249,0
101433,28,1916,522,3739,2
101435,24,1585,17,6209,2
101436,26,2633,495,6342,6
101437,24,2049,519,4832,3
101438,31,2312,63,2646,2
101439,26,2788,603,4725,4
101440,27,2014,376,3368,0
101441,27,1993,484,6879,0
101442,29,2156,161,2288,3
101443,25,2210,561,5717,1
101445,26,2717,245,6158,0
101448,27,2141,34,8927,1
101449,29,2299,323,2877,6
101450,25,2101,244,5829,6
101451,26,1774,166,4534,4
101452,31,2597,517,5134,2
101453,25,2375,719,5124,0
101454,35,2206,139,2497,0
101455,27,2199,335,2017,2
101457,28,1877,700,3675,3
101458,26,2311,386,4959,2
101459,30,2025,462,3228,3
101460,27,2128,507,1843,1
101461,24,2165,323,6199,1
101463,24,1881,566,5388,1
101466,27,2404,173,3528,0
101467,31,1658,232,1243,2
101468,26,2192,503,4427,2
101470,26,1873,677,6000,1
101471,29,2669,176,5110,0
101473,24,2167,230,2645,2
101474,25,2147,268,2470,4
101476,27,2533,292,7023,3
101477,24,1885,530,4234,4
101478,26,2122,210,6252,2
101480,23,2682,223,946,2
101481,27,1844,0,2751,0
101482,23,2053,121,5716,2
101483,31,2656,322,3966,0
101484,23,2353,636,6146,0
101485,25,2421,220,6838,3
101486,28,1853,270,2729,4
101490,30,1647,313,1551,3
101492,35,2647,0,3670,0
101494,25,2654,408,6059,3
101495,31,2259,413,2710,0
101496,33,1948,534,5269,1
101497,33,2622,520,2496,2
101498,29,2270,142,5138,0
101499,29,2517,170,3654,0
101500,27,1847,177,5163,4
101501,28,2543,273,3827,0
101504,24,1934,147,6665,0
101505,24,2185,437,2954,5
101506,23,2402,134,5998,6
101507,27,2277,125,3365,0
101508,28,2398,391,2003,1
101509,25,2534,426,3369,2
101510,30,1986,261,4160,2
101512,24,2188,439,6997,2
101515,24,1845,599,2794,0
101516,24,2537,311,7005,4
101517,31,2647,545,1711,4
101518,27,2200,549,6027,0
101520,32,1947,180,2192,3
101521,29,2021,210,3850,0
101522,27,2065,373,4162,0
101523,24,2676,99,5582,2
101525,23,1764,510,5668,1
101526,29,2284,417,4590,0
101527,32,2473,0,5335,0
101528,31,2192,67,2870,2
101529,23,2685,678,4054,1
101531,25,1854,198,4651,3
101533,26,2275,81,8371,1
101534,24,1650,389,5562,0
101535,23,2311,646,5846,2
101537,27,2538,24,5487,3
101541,24,2256,67,6038,0
101542,32,2031,204,8358,0
101543,31,1860,148,5708,0
101544,23,2088,392,3974,2
101546,26,2214,235,3583,0
101548,26,2453,587,7801,0
101549,28,2417,670,5617,1
101550,29,1669,380,3785,0
101551,24,2106,285,3936,3
101552,24,1849,530,4224,2
101555,24,2075,24,3572,4
101556,26,2550,511,9640,2
101557,28,2357,363,6215,2
101559,30,1672,182,1597,0
101560,23,2219,402,2084,2
101561,24,2519,0,7115,0
101564,28,2084,168,4944,4
101565,27,2541,220,4045,4
101566,23,2137,41,2382,2
101567,25,1900,484,6838,1
101568,27,1689,0,5511,4
101571,28,2219,647,5733,1
101573,26,1784,0,5601,0
101575,26,2479,109,5462,0
101576,24,2199,472,5896,1
101578,29,2327,558,5582,1
101581,25,2020,307,1993,5
101582,29,2229,197,6034,0
101584,25,2989,85,8194,1
101585,26,2237,294,1837,3
101586,27,2699,201,2406,2
101587,25,2318,447,5842,0
101588,23,2167,134,7296,6
101590,25,1797,308,4287,5
101593,26,1915,230,6327,2
101594,28,2236,64,3607,0
101597,27,2122,306,7679,3
101598,33,2251,308,577,0
101599,25,2525,605,2533,1
101601,24,2334,706,4687,0
101602,30,1927,506,3279,0
101605,23,2344,181,5036,1
101607,25,2494,676,5096,1
101608,31,2315,187,1195,4
101609,26,2257,259,4757,2
101610,23,2812,168,5127,0
101611,23,1697,196,5145,2
101613,28,2104,108,2226,0
101614,24,2388,254,2795,0
101615,24,2093,309,6744,0
101616,37,1968,229,3065,0
101617,26,2360,0,3164,4
101619,23,2356,292,2249,4
101620,29,2021,632,5673,0
101621,25,3392,305,2153,0
101623,28,2508,226,2012,1
101625,32,1994,135,5136,3
101626,29,2108,388,5963,4
101627,23,2557,447,4084,0
101628,30,1873,421,3200,6
101629,25,1847,679,7125,0
101630,28,2378,198,4836,2
101631,26,2305,547,4184,3
101634,29,2675,622,4491,4
101635,23,2318,274,1992,2
101636,23,1750,304,3055,3
101638,26,2081,77,5365,0
101639,33,2442,433,2616,0
101641,25,2573,282,4714,0
101642,30,1708,608,2944,0
101643,24,2274,223,4129,0
101644,26,2671,0,7784,3
101646,26,2318,477,6392,3
101647,24,2975,410,2196,0
101648,28,2401,241,3079,0
101649,29,2544,360,3040,1
101650,35,2215,79,2458,4
101651,27,1942,261,1228,2
101652,26,1911,142,4857,2
101653,25,2260,346,5216,0
101654,23,2130,462,2751,3
101655,26,1616,117,3121,1
101656,23,1861,427,4644,0
101657,25,2095,335,4538,3
101658,30,2440,420,6411,2
101660,29,2176,423,3264,1
101661,30,1874,178,4375,0
101662,24,2208,6,2648,4
101665,30,1703,18,6338,2
101666,24,1787,571,3828,0
101669,28,2175,438,6866,1
101670,27,1998,301,2014,0
101671,24,2366,919,4638,0
101672,23,2101,812,6530,1
101673,23,2138,544,2769,0
101675,31,2504,551,5557,4
101676,23,2127,0,5797,3
101677,29,2401,544,5117,2
101678,31,1806,0,5643,6
101679,28,2772,244,5301,2
101680,23,2622,512,6692,0
101681,26,1570,367,3172,3
101682,24,1935,41,5130,2
101684,26,1764,367,3050,2
101686,29,2341,229,5470,5
101687,23,2139,450,7057,0
101688,25,2378,500,4252,3
101689,26,1971,273,4677,2
101690,23,1459,566,5173,2
101691,27,2524,273,3599,1
101692,23,2522,214,8558,5
101693,28,3026,537,2789,3
101695,25,2448,191,4696,4
101696,32,1550,166,452,2
101699,27,1886,301,5833,3
101700,25,2457,256,1368,0
101701,26,2018,531,6242,3
101702,26,2299,675,2317,4
101703,27,2268,312,6279,0
101704,29,2776,723,1917,4
101705,26,2799,203,5284,0
101706,24,2003,251,6230,4
101707,27,2549,418,5560,5
101708,32,2317,157,2241,3
101709,24,1734,416,6590,2
101711,29,2971,30,138,1
101712,24,2318,0,4705,0
101714,28,2130,373,6565,6
101716,24,2209,331,5506,3
101717,26,2112,332,3773,1
101718,25,1707,271,6377,1
101719,27,1869,138,2994,5
101720,23,2434,342,6736,2
101721,27,2074,275,6203,3
101722,23,2208,472,5689,6
101723,27,2278,74,8331,1
101724,27,2303,320,6361,2
101726,29,1837,259,6584,1
101728,28,2449,139,5359,4
101729,26,2525,299,3247,3
101730,32,1734,201,3272,2
101731,24,2284,557,5299,0
101732,23,2766,506,5627,0
101733,24,2167,441,4533,5
101734,23,2360,437,3609,0
101735,28,2458,323,4248,4
101739,28,2371,135,6657,5
101740,31,1652,102,4295,3
101741,24,2462,56,3310,2
101742,24,2367,86,4351,0
101743,25,2736,15,2462,0
101744,29,2097,337,8225,1
101746,25,1975,306,4477,1
101747,28,2033,58,7120,6
101748,27,1831,218,4121,0
101749,25,2626,447,4438,1
101750,29,2638,240,3197,5
101752,27,2070,35,4890,0
101755,27,2746,285,4057,0
101756,30,1990,383,4123,1
101757,24,2161,251,5927,6
101758,28,2343,332,3702,0
101759,31,2769,383,5893,0
101760,30,2266,85,5824,3
101761,31,2264,630,3275,2
101762,27,2259,170,3958,4
101763,25,1730,390,4649,3
101765,24,1933,319,2845,3
101767,33,2089,590,1202,0
101768,24,2025,259,4931,6
101769,25,2019,527,7024,0
101770,27,2155,351,3009,1
101771,25,2762,624,4549,1
101772,31,2150,0,6170,2
101774,25,2208,0,4407,3
101778,24,2035,429,7801,0
101779,23,2242,249,2733,0
101782,24,1855,313,4061,1
101784,28,2093,225,4548,0
101785,25,2426,487,7561,0
101787,23,2000,193,3114,1
101789,26,2511,444,2347,2
101790,30,2374,429,1926,2
101792,25,2642,515,7614,1
101793,24,2099,136,1378,0
101794,27,1808,302,5566,1
101795,25,1810,320,5352,1
101797,23,2049,131,5693,0
101799,29,2460,214,4431,2
101800,25,2206,319,4222,5
101801,32,2038,369,4046,0
101802,24,2162,76,2939,0
101807,26,2470,561,3284,2
101808,27,2389,373,3492,2
101810,28,2482,163,1952,0
101811,23,1955,409,7779,4
101812,25,2077,430,5921,1
101813,31,2262,364,1608,1
101814,28,2394,249,3430,0
101815,23,2347,442,1498,2
101819,24,2161,386,6755,3
101821,24,2394,323,6296,3
101822,25,1895,305,5040,0
101823,24,2042,239,4526,3
101825,25,2629,138,4211,0
101826,26,2666,453,7195,2
101828,30,1892,18,5549,1
101829,24,1850,260,3193,3
101830,25,2283,192,1590,2
101831,27,2960,0,5162,0
101832,25,2378,273,1163,4
101833,28,1674,481,8476,4
101834,26,1960,281,3845,3
101836,26,1929,301,3926,1
101838,25,2322,172,5129,2
101839,24,2425,76,2946,5
101840,24,2560,462,462,2
101841,24,2373,428,2464,5
101844,25,2148,383,4840,1
101845,25,2249,142,5893,1
101847,30,2214,30,2848,0
101849,28,2278,277,7320,3
101850,26,2116,0,9533,0
101852,32,2572,243,6520,0
101854,28,2190,394,5529,2
101855,29,2189,291,2050,0
101857,30,1834,100,391,0
101858,23,2786,275,2068,1
101859,26,1812,0,4001,0
101860,26,1984,258,3403,2
101861,24,2446,553,4548,0
101862,28,2540,36,3233,2
101863,28,1737,239,3840,0
101865,30,2292,301,4087,3
101867,29,2611,367,6158,3
101868,29,2118,195,3106,0
101870,23,2227,83,4591,4
101872,24,2074,454,3866,5
101873,23,1919,284,2897,3
101874,28,2253,328,4648,1
101875,30,1889,120,9243,0
101876,30,2818,526,1974,5
101878,24,2417,377,4828,0
101881,28,2193,518,5346,0
101882,31,2741,134,5047,6
101885,24,2505,142,4051,0
101886,26,2380,298,3845,3
101888,26,2524,248,6512,3
101889,23,2371,408,5348,4
101890,24,2483,500,2570,2
101891,27,2253,165,5420,2
101892,25,2116,33,4418,0
101893,23,2019,238,3360,0
101894,24,1980,523,2207,0
101895,24,1670,158,5993,2
101896,23,1899,478,3445,6
101897,23,1890,254,6180,0
101898,31,2033,607,2508,4
101899,27,2716,693,8190,3
101900,23,2148,481,9372,2
101901,27,2280,12,5503,1
101902,23,2290,0,6898,1
101903,29,2724,311,3661,1
101904,26,2010,459,3478,3
101905,24,2127,388,6709,3
101906,26,2165,173,4780,1
101910,25,2607,183,4157,3
101911,31,2259,444,6440,4
101912,33,2143,756,7200,0
101913,27,2589,267,5011,0
101914,27,2361,270,6975,5
101919,24,2495,295,3647,4
101920,23,2171,48,3117,0
101922,27,2418,124,6817,4
101924,25,2327,9,5076,1
101925,33,2645,471,1942,4
101928,23,1926,540,7113,1
101929,29,2537,394,2475,0
101930,32,2534,31,3689,3
101932,26,2929,143,5273,0
101933,23,2565,165,7303,5
101934,24,2433,576,7448,2
101935,35,2415,273,2436,1
101937,26,1871,169,4846,5
101938,26,2264,207,7722,5
101939,29,2326,393,8130,0
101940,25,2068,15,2961,2
101941,26,2353,317,10867,1
101942,23,2606,374,4813,3
101943,26,2061,0,5670,1
101944,23,2182,52,52,0
101945,27,1929,292,6365,0
101946,23,1610,552,552,4
101947,26,2457,510,4234,0
101948,24,2192,194,3477,3
101949,29,2216,547,5362,2
101950,24,1874,244,4832,0
101952,30,2562,316,6805,0
101956,30,1792,82,2797,0
101958,37,1786,463,2152,3
101959,29,1890,474,2979,3
101960,25,1854,61,8559,0
101961,24,2142,233,4265,0
101962,26,2084,518,4381,1
101963,27,2200,341,5241,4
101964,27,1901,306,2271,0
101965,27,2532,302,2794,0
101966,25,2475,395,3359,0
101967,24,2143,350,6428,3
101968,24,2042,199,5742,1
101969,24,2009,454,3334,0
101970,29,2098,90,4253,0
101971,27,1738,531,5942,3
101973,27,2484,396,5059,0
101974,25,2300,271,5902,3
101975,24,2739,217,2801,4
101976,23,2101,538,5703,3
101977,29,2081,430,4528,2
101978,28,2065,290,7850,5
101980,26,1982,471,5593,2
101984,28,2613,542,3528,5
101985,28,2826,407,6571,5
101986,27,2585,575,6202,4
101987,27,2384,195,4766,3
101988,27,2451,279,3998,3
101990,26,2451,342,3300,4
101991,28,2007,434,6536,0
101992,28,2329,586,3994,1
101993,29,2407,622,5336,0
101994,27,1872,592,3642,2
101995,26,2106,417,1860,4
101996,29,2563,240,5884,5
101997,24,1598,340,2228,1
101999,24,2142,324,5174,1
102002,24,2158,452,8149,5
102004,23,2223,304,3075,3
102006,25,2005,144,6633,0
102007,25,1933,270,5399,2
102009,27,2322,179,6933,0
102010,28,1809,115,2825,4
102015,28,2042,581,4219,0
102016,24,2199,351,3211,0
102017,23,2297,103,2555,5
102019,27,1717,0,4422,1
102021,25,1961,601,7059,1
102022,26,2529,178,1337,0
102023,30,1670,394,1633,1
102026,25,2084,364,5077,0
102027,32,1849,0,936,0
102028,29,2828,531,5103,0
102029,25,1758,283,6865,5
102030,23,2160,212,2683,3
102031,28,1630,382,3800,1
102033,26,2332,336,5093,5
102034,27,2245,271,2510,2
102035,29,2687,424,2279,1
102036,36,2249,263,4220,0
102037,26,2272,120,5124,3
102039,24,2386,253,3687,2
102042,23,2467,206,2337,0
102044,25,2162,150,5465,5
102046,29,2694,507,2447,0
102047,25,1982,448,7507,4
102048,24,2526,299,7488,2
102049,23,2258,377,6856,2
102050,25,1773,442,4918,5
102051,28,2613,298,298,0
102054,23,2140,475,3466,2
102057,23,2035,399,7351,2
102058,28,1780,261,4819,1
102059,26,2076,483,5867,1
102060,25,2356,536,2454,0
102061,28,2000,73,1498,1
102062,24,2485,495,6498,0
102063,26,1917,692,5097,4
102064,24,2492,392,1821,3
102065,26,2632,472,4411,2
102068,24,1499,263,5662,2
102069,30,2392,230,3828,4
102070,28,2159,70,2931,0
102071,28,1877,270,4717,2
102072,29,2016,446,5984,1
102073,25,2673,73,6175,1
102074,25,1825,331,7424,1
102076,23,2272,247,2446,1
102077,27,2082,387,6510,0
102078,29,2413,370,4654,0
102079,24,2739,235,2127,2
102080,23,2102,486,5654,3
102081,25,2120,398,7112,2
102082,27,2405,575,5209,1
102088,24,1824,285,6730,0
102089,23,2426,643,4816,0
102090,30,2120,65,6755,4
102091,26,2107,362,5668,2
102092,26,2197,289,2835,8
102093,27,1913,256,816,0
102095,29,2628,184,5546,4
102096,24,2734,229,2617,0
102097,27,2426,387,5977,1
102100,28,1975,90,923,2
102101,26,1913,396,6296,2
102104,29,1949,453,5932,2
102106,31,1671,431,4297,5
102108,27,1699,57,3571,2
102109,23,1892,246,2463,3
102110,27,2602,254,5251,6
102112,24,2324,232,232,4
102113,25,2291,596,2315,5
102115,27,1945,152,5471,0
102117,24,1700,304,3909,4
102120,24,1892,488,4739,0
102121,34,2718,384,4387,1
102122,28,2400,0,6317,1
102123,24,2428,9,4577,1
102124,23,2039,501,4093,0
102125,25,2200,489,4782,1
102126,27,2407,411,6953,0
102128,29,2729,244,4606,2
102129,27,2133,230,6679,4
102130,27,2034,121,3534,1
102131,26,2409,345,345,0
102132,25,1783,677,5328,2
102133,27,2505,213,5307,0
102134,27,1771,527,3349,4
102135,23,2411,145,4002,1
102137,25,2357,473,5340,0
102138,31,2499,262,7228,2
102141,25,1904,251,5809,0
102142,25,1960,535,5181,1
102143,25,1575,147,5312,0
102144,25,2572,144,4074,0
102145,24,2236,488,3442,1
102146,30,1825,29,3511,4
102149,24,2283,530,530,1
102151,24,1534,477,1557,3
102152,31,1750,103,3578,0
102153,25,2052,183,3384,0
102154,25,2496,340,4774,0
102157,23,1537,626,5190,3
102158,23,2619,0,5681,3
102159,30,2274,309,1869,0
102160,27,2161,334,3881,2
102162,25,2612,532,5607,0
102163,26,2581,170,4596,1
102164,29,2118,317,3868,2
102165,31,1869,357,6269,5
102169,24,2209,288,3324,6
102170,26,1850,0,6560,2
102171,28,1793,247,4708,2
102172,24,1778,294,3771,0
102173,23,2246,338,5230,2
102174,25,2198,0,1564,0
102176,33,2082,154,5273,3
102178,25,2394,389,6495,0
102179,33,2182,370,3764,0
102180,25,2075,546,4725,0
102181,24,1775,683,4277,0
102182,23,2101,102,1673,1
102183,24,2063,233,5226,0
102184,30,2305,430,5087,2
102186,31,2461,0,0,0
102188,23,1586,516,6777,4
102189,23,2527,56,9529,1
102190,27,1891,339,1131,3
102192,26,2186,452,6649,1
102193,33,2300,342,3421,4
102195,25,2022,227,5363,2
102197,26,2667,476,1206,1
102198,25,2199,160,4689,3
102200,26,1884,132,8642,4
102201,32,2117,685,2750,0
102202,24,2278,573,2861,2
102203,27,2360,663,3555,3
102206,26,2060,145,6920,2
102207,30,2442,655,1618,0
102208,26,1822,275,5299,1
102209,23,2046,446,4682,0
102210,24,2397,191,3206,0
102212,27,2136,445,3019,1
102213,28,2064,0,1512,5
102214,23,1764,437,3924,1
102215,23,2373,392,2803,0
102216,26,2635,207,4980,3
102217,23,3047,304,3971,1
102218,24,2328,332,7393,2
102219,33,2183,341,3910,0
102220,24,1896,421,5010,0
102221,23,1580,157,2350,1
102223,27,2976,264,2813,3
102224,24,2619,277,6692,2
102226,30,2281,0,3297,3
102227,30,2319,638,5053,2
102230,29,2009,104,8122,0
102232,28,2093,240,6064,0
102234,28,1963,409,3840,1
102236,27,2016,211,4759,0
102237,25,2233,534,4808,2
102239,23,2129,562,6519,1
102240,27,1838,237,4595,2
102241,25,1988,388,3326,2
102242,27,2247,399,4502,4
102243,32,1671,581,2634,4
102245,31,2388,131,4152,2
102246,25,1734,498,2455,1
102249,24,2037,423,3116,4
102250,28,1940,622,6615,2
102251,24,2267,179,6826,1
102252,31,1722,144,1009,3
102254,24,2048,419,4792,5
102256,26,2231,499,4374,1
102257,28,1997,346,5202,1
102258,23,2620,477,3937,6
102260,25,1824,85,3258,1
102261,26,2361,240,6398,5
102262,26,1817,64,4831,0
102263,29,1804,372,5900,2
102265,27,1852,221,5282,6
102266,29,2156,250,5486,0
102268,26,1916,246,5791,2
102270,24,2246,522,3335,3
102271,26,1788,118,5908,2
102272,23,2144,363,3501,0
102274,25,2132,296,2911,0
102277,27,1960,632,3897,5
102279,27,1590,245,5557,1
102280,26,2125,671,7753,3
102283,29,1878,52,2660,1
102285,23,1868,60,5894,0
102286,26,2398,279,3950,2
102287,28,1956,278,6085,2
102288,23,2284,220,7096,3
102290,30,2982,228,2466,4
102291,31,2303,281,6254,0
102292,28,1932,168,4998,0
102293,25,1718,552,5102,6
102296,27,1470,91,5316,2
102297,26,1964,154,4834,5
102298,30,2298,173,5355,1
102299,27,2024,277,2734,2
102301,29,1686,106,3605,5
102303,23,2502,127,4339,3
102304,26,2516,119,3390,0
102305,32,1683,498,2667,1
102306,37,2304,56,6115,0
102307,27,1979,313,6315,0
102308,24,1736,597,8058,4
102309,27,2063,511,3904,0
102310,28,1901,374,2626,1
102311,23,2504,297,4267,1
102312,32,2369,429,3209,0
102313,25,1820,365,3336,3
102314,26,1961,549,5378,1
102315,27,2074,277,6520,0
102316,26,2176,475,5264,0
102317,28,2532,243,4709,0
102321,26,1615,314,10048,1
102322,28,2626,434,3335,0
102323,26,2052,585,6737,3
102324,31,2713,126,6740,1
102325,24,2265,0,5475,3
102326,27,2868,387,6880,0
102328,23,1727,53,5700,3
102329,27,1997,242,4652,4
102330,28,2144,250,4760,2
102331,23,1912,444,5677,2
102332,24,2076,228,5279,0
102334,23,2202,320,5442,0
102335,28,2278,59,4046,4
102336,27,1869,633,3471,4
102337,27,2840,463,6294,3
102338,25,2221,177,2772,6
102339,25,1930,104,3998,3
102341,27,2220,403,3756,1
102342,26,2114,123,8927,1
102343,26,2458,256,3085,1
102346,29,2751,401,5311,2
102347,23,2344,268,4244,0
102349,27,2254,439,5746,0
102350,23,2356,329,3901,0
102351,29,1728,437,8523,2
102352,27,2252,96,3977,0
102353,27,2051,366,7626,4
102355,29,1956,510,6108,3
102356,26,2000,305,4207,3
102357,23,2749,283,3650,1
102358,25,2606,203,4019,2
102360,26,2582,0,5470,0
102364,29,1887,242,5492,1
102366,31,1828,384,3570,0
102370,29,2217,133,7609,3
102371,24,2383,388,2096,1
102373,25,1769,160,5513,0
102374,27,2363,92,6067,1
102375,29,1868,158,6029,0
102376,30,2413,324,3562,0
102377,23,1815,287,4166,3
102379,23,2081,236,2645,0
102380,26,2423,144,6409,0
102383,26,2822,162,1396,3
102384,24,1594,164,6535,0
