custid,debtinc,creddebt,othdebt,preloan,veh,house,selfemp,account,deposit,emp,address,branch,ref,age,gender,ms,child,zone,bad
302,13.5,3.03,5.29,2,1,1,1,2,2,7,25,1,2,1,1,1,1,5,0
303,8.25,2.34,4.79,2,1,1,1,2,2,23,20,2,1,1,2,2,2,5,0
304,5.94,2.26,1.3,1,2,2,1,1,2,7,3,2,1,3,2,1,1,16,0
305,9.27,2.94,4.21,2,2,2,1,2,2,5,1,2,2,2,2,1,1,14,0
306,1.38,0.93,0.2,2,1,2,1,1,1,9,4,2,2,1,1,1,1,11,0
307,16.18,0.75,7.23,1,1,1,1,2,2,12,13,1,1,1,1,1,1,4,0
308,23.96,2.19,10.98,2,2,1,2,1,1,16,20,1,1,2,1,1,1,8,0
309,10.98,2.91,0.87,2,2,2,1,1,1,10,1,1,1,1,2,1,1,4,0
310,14,3.17,3.28,2,2,2,1,2,2,5,20,2,1,2,2,2,2,13,0
311,28.56,10.14,8.48,2,2,1,1,2,2,20,15,1,1,2,1,1,1,1,0
312,12.47,6.52,2.15,2,1,1,2,1,1,18,9,1,2,2,1,2,2,3,0
313,16.72,0.86,2.47,1,1,1,2,1,1,3,1,1,2,3,1,2,2,8,0
314,15.9,1.11,4.22,2,1,1,2,1,1,6,10,2,2,1,2,1,1,16,0
315,13.36,3.07,2.59,2,2,2,1,1,1,1,6,1,2,1,1,1,1,10,0
316,18.03,1.71,3.57,2,2,1,2,1,1,4,16,2,2,1,2,2,1,16,0
317,20.18,4.73,7.79,2,2,1,1,2,2,16,4,1,1,3,1,2,1,19,0
318,10.88,2.8,1.93,1,1,1,2,1,1,0,2,2,1,2,2,1,1,15,0
319,7.23,2.38,2.16,2,2,2,2,1,1,4,16,2,2,3,2,1,1,11,0
320,4.61,1.76,1,2,1,2,2,2,2,4,2,1,1,2,2,2,2,10,0
321,8,0.56,2.67,1,2,2,2,2,1,9,4,2,2,1,2,2,1,5,0
322,14.14,1.47,6.41,1,2,1,2,1,2,3,5,1,2,2,2,2,1,13,0
323,2.96,1.29,2.1,2,2,1,2,1,1,16,22,1,1,2,2,1,1,13,0
324,9.86,3.44,1.36,2,1,1,1,1,1,0,8,1,1,2,1,1,1,17,1
325,16.89,4.45,4.63,1,1,2,1,1,2,5,13,2,1,3,1,2,2,6,0
326,29.37,15.07,18,2,1,1,2,2,2,25,12,2,1,1,2,2,1,11,0
327,17.48,4.86,14.24,1,1,1,2,1,1,13,7,2,2,1,1,2,1,8,0
328,5.27,2.99,1.87,2,1,2,2,1,1,2,4,1,2,2,1,1,1,2,0
329,11.77,2.15,3.59,1,2,1,1,1,1,1,8,2,2,1,2,2,2,13,0
330,15.26,1.57,3.05,2,2,1,2,1,2,9,6,1,2,2,2,2,2,10,0
331,5.13,0.88,0.93,1,2,1,1,2,2,1,1,1,1,1,1,2,2,3,0
332,6.01,2.2,2.39,2,1,1,2,1,1,3,3,1,1,1,2,2,2,11,0
333,7.38,3.26,2.05,1,1,1,2,1,1,2,5,1,1,2,2,1,1,8,0
334,13.32,3.42,3.92,2,2,2,1,1,2,1,6,1,2,1,1,1,1,10,0
335,14.59,5.53,7.94,2,1,2,2,2,2,16,9,2,2,2,1,1,1,9,0
336,6.77,0.14,2.55,1,1,1,1,2,1,11,3,1,2,3,2,2,2,3,0
337,19.9,3.23,4.31,2,2,1,1,1,2,8,17,1,1,2,1,1,1,14,0
338,10.26,3.3,4.36,2,2,1,1,2,2,20,13,2,1,1,1,1,1,1,0
339,24.24,6.78,5.43,2,1,2,2,1,1,7,9,1,1,1,2,1,1,18,0
340,15.38,1.78,5.1,1,1,1,1,2,2,4,3,1,1,3,1,1,1,17,0
341,15.35,4.29,3.35,2,2,1,1,2,1,7,20,2,2,3,1,1,1,17,0
342,7.41,2.27,1.54,1,2,2,2,1,1,5,8,1,1,2,2,2,1,5,0
343,8.01,1.84,2.89,2,2,2,1,1,1,16,19,2,1,2,2,2,1,20,0
344,16.03,9.71,27.41,1,2,1,1,1,1,6,4,2,2,1,2,1,1,8,0
345,16.07,5.05,6.57,1,2,2,1,2,2,18,4,2,1,2,2,2,1,17,0
346,18.41,1.24,3.03,1,2,1,2,2,2,1,9,1,1,3,2,1,1,18,0
347,6.41,2.94,1.65,1,1,1,1,1,1,4,0,2,2,1,1,2,2,14,0
348,11.66,3.44,3.3,1,2,1,1,2,1,11,13,1,2,3,1,1,1,7,0
349,5.26,1.56,1.98,2,2,2,1,2,2,3,8,1,2,3,1,2,1,13,0
350,7.16,2,2.44,2,1,1,1,2,2,2,1,1,2,2,1,1,1,4,0
351,0.78,1.68,2.14,2,2,1,2,2,1,8,22,2,1,2,1,2,1,2,0
352,21.68,3.51,3.9,1,2,2,1,2,1,2,4,1,2,3,2,2,1,9,0
353,3.96,1.72,1.18,1,2,2,2,2,1,11,8,2,1,3,1,1,1,13,0
354,10.11,3.01,5.41,1,2,1,2,2,2,6,14,1,2,1,1,1,1,18,0
355,16.81,9.48,6.45,2,1,1,2,2,1,18,6,1,2,2,2,1,1,3,0
356,18,0.85,8.61,2,1,1,1,1,2,8,7,1,2,2,2,2,2,9,0
357,26.79,2.88,5.15,1,1,2,2,1,1,2,15,1,1,2,2,2,1,15,0
358,19.67,3.04,2.84,1,1,1,2,2,2,0,3,2,2,1,1,2,1,20,0
359,25.47,4.78,9.95,1,2,2,1,1,1,9,11,1,1,1,1,2,1,13,0
360,8.62,1.78,0.48,1,2,1,1,1,1,0,1,1,2,3,1,2,1,19,0
361,5.26,2.34,1.31,2,2,1,1,1,1,13,7,1,1,3,1,1,1,16,0
362,4.3,0.64,0.91,1,2,1,1,1,1,14,3,2,1,2,1,2,2,12,0
363,21.04,1.49,2.76,2,2,1,2,2,1,6,8,1,2,2,2,2,2,5,0
364,9.28,2.64,3.48,2,2,1,1,1,2,2,22,1,2,2,1,2,2,7,0
365,14.01,3.43,1.68,2,1,1,1,2,1,0,19,1,1,3,2,1,1,9,1
366,2.18,0.72,1.72,2,2,1,2,1,2,4,14,2,2,1,1,1,1,1,0
367,8.2,1.79,1.72,1,1,1,1,2,2,6,12,2,2,2,1,1,1,18,0
368,2.95,2.72,2.26,1,2,2,1,1,2,19,9,1,2,1,2,1,1,1,0
369,12.15,7.79,4,1,2,1,2,2,2,18,9,1,2,3,2,1,1,3,0
370,6.98,1.14,2.62,1,2,2,1,1,1,23,5,2,1,1,2,1,1,14,0
371,13.17,1.89,4.44,1,2,2,1,2,1,13,11,1,1,3,2,1,1,4,0
372,12.74,1.03,1.86,1,1,2,1,1,2,7,5,1,2,1,2,1,1,6,0
373,3.43,1.45,2.12,1,2,2,1,2,2,9,12,2,2,2,2,1,1,1,0
374,42.17,16.97,15.31,1,2,1,2,2,2,14,9,1,2,1,2,2,1,13,0
375,3.43,0.52,2.07,2,1,2,2,1,2,20,17,2,1,2,2,1,1,18,0
376,6.42,0.91,1.08,1,2,2,1,2,2,2,5,2,1,1,2,2,2,18,0
377,8.56,3.12,1.63,1,1,1,2,1,2,8,16,1,1,3,2,1,1,5,0
378,5.62,2,1.42,2,2,2,2,1,1,1,0,1,2,3,1,2,1,17,0
379,7.3,3.27,2.9,2,2,2,2,1,1,15,2,1,2,3,2,1,1,10,0
380,2.84,1.06,0.9,2,1,2,1,1,1,11,6,1,1,2,2,1,1,11,0
381,11.58,3.61,3.59,1,1,2,1,1,1,12,8,1,2,2,2,2,1,5,0
382,33.91,8.19,10.09,1,2,2,2,2,1,14,21,1,2,1,2,1,1,15,0
383,18.44,6.96,5.05,1,2,2,2,1,1,2,12,1,2,3,1,2,1,9,1
384,4.55,2.48,2.39,2,1,2,1,2,1,3,3,1,1,2,1,1,1,7,0
385,12.68,3.21,6.47,2,2,2,1,2,2,10,0,2,1,1,1,1,1,18,0
386,24.3,3.33,6,2,2,2,1,2,2,4,11,2,2,1,2,2,1,1,0
387,7.54,3.1,2.49,2,1,1,2,2,2,8,4,1,1,3,1,1,1,19,0
388,3.46,0.64,3.97,2,1,1,2,1,1,15,1,2,2,1,2,1,1,5,0
389,6.24,2.33,2.01,2,1,2,2,2,1,8,11,2,1,1,2,2,2,15,0
390,8.48,3.11,2.88,1,2,1,1,2,2,13,8,2,1,2,2,2,1,18,0
391,8.06,2.24,4.23,1,2,2,1,2,1,22,5,1,2,1,2,1,1,20,0
392,9.59,1.6,1.04,1,1,2,2,1,2,3,6,2,1,1,2,2,1,9,0
393,3.31,0.93,1.68,1,1,2,1,2,1,2,14,1,2,3,1,1,1,15,0
394,20.54,9.6,7.07,2,1,1,2,1,1,5,30,1,2,3,1,1,1,16,0
395,21.44,3.07,8.88,2,1,1,1,2,1,10,1,2,2,2,2,2,2,5,0
396,15.15,1.65,4.1,1,2,2,2,2,1,5,5,2,1,3,2,2,1,8,0
397,19.62,4.04,5.19,1,2,2,1,2,2,14,9,2,2,2,1,2,2,19,0
398,12.67,4.37,2.3,1,1,1,1,2,2,12,6,2,2,2,2,2,2,1,0
399,13.53,3.68,1.39,2,2,2,1,1,2,1,8,1,2,1,1,1,1,3,0
400,12.48,2.76,2.5,1,1,1,2,2,2,2,3,1,1,2,1,1,1,14,0
401,11.61,1.39,2.91,1,2,1,1,2,2,1,5,1,1,3,1,1,1,20,0
402,4.33,2.09,1.94,2,2,2,2,1,2,4,14,1,1,1,2,1,1,20,0
403,11.13,1.93,3.85,1,1,1,1,1,2,6,3,1,2,2,2,2,1,13,0
404,31.6,4.19,16.29,1,1,2,1,1,1,0,8,1,1,1,1,1,1,6,0
405,15.74,5.02,3.25,2,2,2,2,2,1,18,11,1,1,3,2,1,1,6,0
406,13.84,1.69,7.56,2,1,2,1,1,2,16,15,1,2,1,1,1,1,15,0
407,11.01,3.63,1.73,2,2,2,1,2,2,13,3,2,2,3,2,1,1,9,0
408,8.89,2.84,5.14,1,1,1,2,2,1,1,10,1,2,3,1,2,1,6,0
409,5.76,1.24,2.18,2,1,1,1,1,2,13,13,2,2,1,2,2,1,3,0
410,9.21,0.47,3.07,2,2,1,2,1,2,11,4,1,1,1,2,2,2,1,0
411,3.29,3.01,2.15,1,1,1,2,1,1,22,27,2,1,2,2,1,1,18,0
412,14.77,2.4,10.13,1,1,1,1,2,2,22,25,2,2,2,1,1,1,6,0
413,8.84,4.77,2.91,1,1,1,1,2,2,14,17,1,2,3,2,2,1,7,0
414,14.23,4.51,2.62,2,1,2,2,2,2,0,7,1,2,1,2,2,2,19,1
415,23.64,2.45,4.88,2,2,1,1,2,2,2,8,2,2,3,2,2,1,16,0
416,8.78,2.95,3.99,2,2,2,2,2,2,8,5,2,2,1,2,2,2,18,0
417,6.23,2.87,2.58,2,2,2,1,2,1,1,1,1,2,3,2,2,2,13,0
418,7.19,1.31,2.14,1,2,2,2,2,1,4,3,2,2,2,2,1,1,18,0
419,26.84,6.89,9.7,1,1,2,2,1,1,12,5,1,1,1,1,1,1,15,0
420,34.04,5.25,12.56,1,2,1,2,1,2,19,8,1,1,2,1,1,1,8,0
421,16.6,2.12,3.25,1,1,1,1,1,1,1,16,2,1,3,1,2,1,2,1
422,7.63,0.66,5.05,1,1,2,1,2,2,16,11,2,1,1,2,1,1,7,0
423,7.55,1.41,0.94,1,2,2,2,1,1,3,8,1,2,3,1,2,1,18,0
424,3.25,2.73,2.22,2,1,2,1,2,2,8,8,1,1,3,1,1,1,1,0
425,20.19,1.92,6.82,2,2,1,2,1,1,1,5,1,2,2,2,1,1,14,0
426,3.81,0.53,1.6,1,1,1,1,1,2,8,1,1,1,2,2,1,1,15,0
427,3.08,0.57,1.09,2,2,1,1,2,2,0,2,2,1,3,2,2,2,20,0
428,1.52,2.37,1.21,2,2,2,2,1,1,16,7,1,2,1,2,2,1,15,0
429,5.85,0.82,2.92,2,1,1,2,2,2,3,2,1,1,3,1,1,1,19,1
430,23.71,9.37,9.24,2,1,2,1,2,1,22,2,1,1,2,2,1,1,6,0
431,28.45,9.63,10.21,2,2,1,2,2,1,12,6,1,2,2,1,2,1,17,0
432,8.87,2.4,2.87,1,1,2,2,2,2,12,5,2,2,2,2,1,1,17,0
433,8.08,0.94,3.71,1,1,1,1,1,1,9,5,2,1,1,2,2,2,13,0
434,16.98,2.02,3.62,2,1,2,1,2,1,1,8,2,2,1,1,1,1,12,0
435,20.46,5.35,7.25,1,2,1,2,1,2,9,16,1,1,3,2,2,1,3,0
436,7.38,2.82,3.32,1,1,1,2,2,1,1,2,2,2,2,1,1,1,11,0
437,1.78,0.56,1.37,1,1,1,2,2,1,1,6,2,1,2,2,1,1,2,0
438,6.91,6.22,8.46,2,2,2,1,1,2,19,15,2,1,2,1,1,1,9,0
439,5.09,3.05,1.4,1,2,2,1,1,1,9,2,2,1,3,1,1,1,11,0
440,5.76,2.27,1.27,2,1,1,1,2,2,16,13,1,1,3,1,2,2,1,0
441,19.25,5.76,10.51,2,2,1,2,2,2,23,2,2,2,3,2,1,1,12,0
442,13.14,2.01,2.53,1,1,1,1,2,2,10,12,2,1,2,2,2,1,14,0
443,20.22,4.11,13,2,1,1,1,2,1,23,2,2,1,3,2,2,1,3,0
444,29.69,3.51,3.41,2,1,1,2,1,1,3,4,1,2,1,2,1,1,13,0
445,7.53,16.08,13.84,2,2,2,2,2,1,19,14,1,1,1,2,2,1,4,0
446,19.22,7.33,5.34,2,1,2,1,1,1,12,21,2,1,3,2,2,2,18,0
447,8.18,2.07,1.45,1,2,1,1,2,1,5,10,1,1,2,1,2,2,16,0
448,13.37,3.71,2.54,2,2,2,1,2,2,7,12,2,1,2,1,1,1,12,0
449,16.92,4.22,4.12,2,2,1,2,2,1,4,13,1,1,1,1,1,1,1,1
450,16.9,2.87,2.72,2,2,2,2,2,1,2,3,1,1,3,1,2,1,18,1
451,4.69,4.12,5.5,2,1,2,1,1,2,26,16,1,2,3,1,2,2,10,0
452,12.68,0.98,2.61,2,2,1,2,2,1,6,9,1,1,1,2,2,1,3,0
453,14.22,2.62,4.46,1,1,2,1,2,2,12,18,2,1,1,2,1,1,20,0
454,8.6,2.46,2.76,2,1,2,1,1,1,0,8,1,2,2,1,2,2,11,0
455,19.84,5.31,3.11,2,2,2,1,1,2,2,14,2,1,1,2,2,1,6,1
456,12.86,2.1,2.72,2,1,2,1,1,1,0,11,1,1,2,1,2,2,14,0
457,8.97,1.67,10.58,2,2,1,2,2,2,9,16,1,1,2,1,1,1,6,0
458,19.95,3.19,2.31,2,1,1,1,2,1,5,4,2,2,1,1,1,1,8,0
459,18.83,3.98,2.19,2,1,2,1,2,2,1,27,2,2,1,2,1,1,2,0
460,5.25,2.47,2.29,1,1,2,2,2,1,11,2,1,1,2,2,1,1,18,0
461,6.49,3.06,1.22,2,1,1,1,1,2,9,1,2,1,1,2,1,1,10,0
462,12.83,2.78,2.99,2,1,2,2,2,2,0,2,2,2,2,2,1,1,8,0
463,5.13,1.01,1.98,1,1,2,1,2,2,9,2,2,2,3,1,1,1,13,0
464,7.01,3.36,1.59,1,1,2,1,1,2,9,1,1,1,1,2,2,1,7,0
465,23.78,5.6,4.29,2,1,1,1,1,2,0,23,2,2,2,1,1,1,17,0
466,25.97,2.51,3.89,1,2,1,1,2,1,4,1,1,2,3,1,1,1,2,0
467,18.23,16.04,23.25,2,2,2,2,2,1,16,27,1,2,3,1,2,2,20,0
468,6.76,3.22,2.11,1,2,2,1,2,2,6,2,2,1,2,1,1,1,10,0
469,19.42,2.5,10.89,1,1,1,2,2,2,6,10,1,1,1,2,2,2,11,0
470,6.59,1.55,1.31,2,1,1,2,1,2,3,1,1,1,2,1,2,1,10,0
471,22.4,1.48,3.73,2,1,2,1,2,2,8,6,2,2,2,2,1,1,9,0
472,8.2,1.72,2.08,2,1,1,2,2,1,0,4,2,2,2,2,2,1,19,0
473,12.32,2.73,3.72,2,2,1,1,2,2,13,3,2,2,3,1,2,1,14,0
474,6.27,2.95,0.94,2,2,2,1,1,1,1,0,2,1,3,2,2,2,1,0
475,6.32,2.77,2.98,2,2,2,1,1,2,13,0,1,1,2,2,2,2,11,0
476,11.95,1.18,5.43,2,1,2,2,2,1,13,17,1,2,2,1,2,1,10,0
477,17.16,0.47,3.39,1,2,2,2,1,1,3,2,1,1,3,1,2,1,15,0
478,14.23,2.16,3.82,1,1,2,2,1,2,6,6,2,1,2,1,2,2,11,0
479,14.4,1.47,20.17,2,2,2,2,2,1,28,21,1,1,1,2,2,1,20,0
480,18.54,5.43,6.8,2,1,2,1,1,1,21,17,2,2,2,2,1,1,7,0
481,9.96,1.65,2.75,1,2,1,1,2,1,9,21,2,2,1,1,1,1,12,0
482,9.73,3.1,1.84,1,1,1,1,2,2,3,4,1,2,3,2,1,1,14,0
483,8.25,1.89,3.49,2,1,1,1,2,2,5,4,2,1,2,1,2,1,18,0
484,7.73,1.76,1.48,1,2,2,2,1,2,6,3,2,2,2,2,2,1,13,0
485,11.06,5.69,7.96,1,1,2,1,1,1,5,17,2,2,1,2,2,1,3,0
486,8.1,1.04,2.22,2,1,2,1,1,1,4,10,2,1,1,1,2,2,2,0
487,5.71,1.69,2.38,1,2,1,2,1,1,2,9,1,1,2,1,2,1,2,0
488,25.83,6.23,6.08,1,2,2,2,2,2,10,13,1,1,1,2,2,2,13,0
489,17.28,4.4,1.81,2,2,1,2,1,1,0,17,1,1,3,2,2,2,5,0
490,1.7,0.94,1.58,2,2,2,1,2,2,16,31,2,1,1,1,1,1,2,0
491,8.01,1.98,2.33,2,2,1,2,1,1,13,13,1,1,3,1,2,1,14,0
492,28.51,2.72,22.43,1,2,2,2,2,2,13,13,1,2,2,2,2,1,13,0
493,35.7,3.73,9,2,2,2,1,1,2,1,3,2,1,3,2,1,1,2,0
494,16.08,7.69,5.04,2,2,1,2,1,2,13,15,1,1,3,1,1,1,9,0
495,18.89,3.58,3.18,2,1,1,2,1,1,4,2,2,2,1,1,2,2,14,0
496,11.41,3.81,2.62,2,1,1,1,2,2,5,9,1,2,1,2,1,1,11,1
497,9.33,5.73,5.92,1,1,2,2,2,2,13,10,1,1,3,1,2,2,14,0
498,14.74,1.94,11.47,1,1,2,1,2,2,12,5,2,2,2,2,1,1,9,0
499,23.23,0.64,4.41,2,2,1,2,1,2,0,3,1,1,1,2,2,1,16,0
500,20.6,6.42,4.17,1,2,2,2,1,2,7,0,1,1,1,1,2,2,8,0
501,8.7,1.75,2.19,2,2,1,2,2,1,0,2,2,1,2,2,1,1,7,0
502,17.76,2.09,5.87,2,2,1,2,2,2,3,12,2,1,3,1,2,1,1,0
503,11.29,3.23,12.54,1,1,2,1,2,1,6,24,1,1,3,1,1,1,19,0
504,18.42,3.69,3.91,2,1,1,2,1,2,4,19,2,1,2,1,2,2,10,0
505,20.4,3.07,2.65,2,1,2,2,1,1,1,4,1,1,1,1,1,1,20,0
506,24.66,3.05,5.25,2,1,1,2,1,1,3,5,1,2,3,1,2,1,6,0
507,5.48,2.51,4.68,2,2,1,2,2,1,19,26,2,1,3,2,1,1,2,0
508,4.49,1.6,0.75,2,2,2,2,2,2,9,3,2,1,2,1,2,1,19,0
509,17.81,3.07,2.37,1,2,2,1,1,2,1,5,1,2,3,1,1,1,7,0
510,8.46,3.64,6.45,2,2,2,2,2,2,20,11,1,2,2,2,2,2,10,0
511,19.46,5.07,2.47,1,2,2,2,2,1,4,2,1,1,3,2,1,1,13,0
512,10.39,1.53,5.19,2,2,2,2,1,2,14,7,2,1,3,1,2,1,20,0
513,6.3,2.83,1.29,2,1,1,1,2,1,7,9,2,2,1,2,2,1,20,0
514,9.02,3.3,1.44,1,2,1,2,2,2,7,9,2,1,2,2,2,1,10,0
515,8.89,2.16,4.89,1,1,2,1,2,1,15,1,2,1,3,1,1,1,12,0
516,15.5,2.86,8.62,2,2,1,1,1,1,11,1,2,1,1,1,2,2,5,0
517,14.65,4.1,7.41,1,1,1,1,2,1,23,9,1,1,3,1,2,2,9,0
518,5.99,2.91,2.46,2,1,1,2,2,1,1,20,1,1,2,2,2,1,19,0
519,5.85,0.56,1.55,1,1,1,2,2,1,8,23,1,1,2,1,1,1,7,0
520,3.58,0.56,1.49,2,1,2,2,2,2,10,0,2,1,1,2,1,1,16,0
521,17.48,2.04,6.31,2,2,2,2,1,2,7,6,2,1,1,1,1,1,1,0
522,7.69,1.48,2.83,2,2,1,2,2,1,5,6,1,1,3,2,1,1,1,0
523,8.45,1.59,2.01,2,2,1,2,1,1,5,7,2,2,1,1,1,1,15,0
524,7.62,2.68,2.08,2,2,1,1,2,1,17,23,1,1,2,2,1,1,6,0
525,10.41,1.85,1.38,2,1,1,1,2,2,3,6,1,1,3,1,2,1,14,0
526,9.05,3.11,2.31,2,1,2,1,1,2,7,12,2,1,3,2,1,1,3,0
527,8.12,1.34,4.03,2,2,1,1,2,2,11,9,1,1,1,2,2,2,16,0
528,14.1,1.69,3.42,1,1,2,2,1,1,4,11,2,2,1,1,1,1,19,0
529,10.67,6.21,16.41,1,1,2,2,2,2,31,14,2,2,3,2,1,1,13,0
530,25.77,4.82,2.54,2,2,2,2,2,2,5,3,2,2,3,1,2,2,20,0
531,13.68,4.21,3.91,2,2,2,2,1,2,6,11,1,2,1,1,1,1,18,0
532,18.63,3.57,3.3,2,2,2,1,2,1,2,3,2,1,1,1,1,1,11,1
533,18.36,2.45,4.66,2,1,2,1,1,1,3,14,1,1,2,2,2,1,16,0
534,12.79,0.28,3.32,1,1,1,1,1,2,10,8,2,2,1,2,2,2,3,0
535,13.4,3.13,1.74,1,1,2,2,1,1,2,17,1,1,1,1,2,1,3,0
536,16.24,4.03,5.41,1,2,1,2,1,2,16,0,1,1,3,1,1,1,5,0
537,3.44,1.6,1.4,1,1,1,1,1,1,10,8,1,1,2,2,2,2,9,0
538,19.51,3.75,5.94,2,1,1,1,2,1,6,5,1,2,2,2,1,1,13,1
539,12.99,2.66,5.09,1,2,1,1,1,1,19,24,2,2,3,2,1,1,12,0
540,17.47,3.68,2.39,2,1,2,1,1,2,4,1,2,2,3,1,2,2,18,1
541,8.45,2.25,4.04,1,2,1,1,2,2,16,9,1,1,3,2,1,1,10,0
542,7.04,1.61,2.27,2,2,2,2,2,2,10,2,2,1,2,2,2,2,1,0
543,22.62,3.59,10.88,1,1,2,1,2,2,13,10,1,2,3,2,2,2,6,0
544,31.68,0.96,5.28,1,2,1,1,2,1,4,3,2,1,2,2,1,1,10,0
545,9.26,2.24,1.26,1,1,1,1,1,1,14,19,2,1,3,1,1,1,4,0
546,11,1.13,4.46,1,2,2,1,2,1,11,25,1,2,3,1,2,2,11,0
547,14.21,2.53,7.72,2,2,1,1,1,1,9,8,1,1,1,1,2,2,19,0
548,21.25,5.05,18.84,1,2,1,1,2,2,11,18,1,1,3,1,1,1,16,0
549,22.63,0.63,5.89,1,2,2,2,1,1,5,11,1,2,2,1,1,1,5,0
550,29.72,7.46,17.94,2,1,2,1,2,1,12,11,1,1,2,1,1,1,12,0
551,6.76,2.14,2.29,1,1,1,2,2,2,1,5,2,1,1,2,1,1,7,0
552,12.31,0.98,3.27,2,1,2,1,1,2,0,2,1,1,3,2,2,1,11,0
553,21.57,7.93,7.42,2,1,2,1,2,1,12,4,2,1,1,1,1,1,19,0
554,10.57,3.15,3.98,1,2,1,2,2,2,17,23,1,2,3,2,1,1,5,0
555,7.46,3.63,2.09,2,2,1,1,2,1,22,21,2,1,1,2,1,1,9,0
556,7.66,0.47,2.06,2,2,2,2,2,1,9,1,2,2,2,1,1,1,17,0
557,2.67,1.75,2.18,1,1,2,1,1,2,8,1,1,2,3,2,1,1,15,0
558,9.68,8.8,11.11,1,1,2,2,2,2,14,18,1,2,3,2,2,2,15,0
559,2.9,0.7,0.77,2,2,2,2,1,1,3,2,1,1,3,1,1,1,6,1
560,18.13,6.67,5.25,2,1,1,2,1,2,16,19,2,2,2,2,1,1,15,0
561,6.69,0.41,1.42,2,2,2,2,1,2,10,4,2,1,2,2,2,2,4,0
562,7.61,2.86,0.71,1,1,2,1,1,2,10,13,2,2,1,2,2,2,6,0
563,7.28,2.1,4.55,1,1,1,2,2,1,23,12,2,1,2,2,1,1,8,0
564,1.81,3.21,2.27,1,1,1,1,2,1,11,9,1,1,3,2,2,2,10,0
565,14.16,8.47,4.57,1,1,1,2,1,2,7,3,1,2,1,2,2,2,4,0
566,18.14,5.09,6.56,1,1,1,1,1,1,14,11,1,1,1,1,2,2,20,0
567,9.28,1.15,3.95,1,2,2,1,2,2,13,19,1,1,3,2,1,1,19,0
568,8.19,2.82,1.45,2,2,2,2,1,2,10,27,1,1,3,1,1,1,20,0
569,24.79,5.12,7.23,2,2,1,1,2,2,5,5,2,2,2,1,2,1,17,0
570,12.47,5.23,6.87,1,1,2,2,1,1,19,34,1,1,3,1,1,1,9,0
571,16.43,4.17,2.43,1,1,2,1,1,1,0,0,2,1,2,1,1,1,20,0
572,6.09,2.5,1.27,1,2,1,1,2,2,1,0,1,1,1,2,1,1,6,0
573,17.02,2.36,13.55,2,2,1,2,1,2,23,2,2,1,3,2,1,1,13,0
574,11.84,2.25,3,1,2,2,1,1,1,4,6,2,1,3,1,1,1,19,0
575,28.47,5.84,2.57,2,2,2,1,1,2,9,1,1,2,2,2,1,1,20,0
576,14.3,1.44,2.73,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,0
577,7.1,0.58,1.8,1,1,2,2,1,2,8,1,1,1,1,1,1,1,8,0
578,9.38,0.34,6.53,1,2,1,2,1,2,23,4,1,1,1,1,2,1,15,0
579,9.2,1.61,3.14,1,2,1,2,1,2,3,2,2,2,2,2,2,1,13,0
580,14.9,0.87,3.32,2,2,1,2,2,1,7,17,1,2,3,2,1,1,8,0
581,7.38,2.67,1.79,2,2,2,2,2,2,2,9,2,1,3,1,2,2,7,0
582,7.37,1.2,1.1,1,1,1,2,1,2,8,5,1,2,2,1,1,1,2,0
583,10.16,4.48,3.01,1,2,1,1,1,2,9,2,1,2,1,2,2,2,8,0
584,37.19,10.31,11.47,1,1,1,2,1,2,17,15,1,1,2,2,1,1,2,0
585,33.67,4.27,3.31,2,2,2,2,1,2,1,1,1,1,2,1,1,1,3,0
586,6.72,2.01,1.56,2,1,2,1,1,2,9,3,2,2,2,1,1,1,11,0
587,8.81,2.21,3.48,1,2,2,1,2,1,8,4,2,2,3,2,1,1,4,0
588,19.26,3.84,7.66,1,2,2,2,2,2,18,0,2,2,2,2,2,2,11,0
589,10.33,3.18,3.23,2,2,1,2,1,1,10,9,2,2,1,2,1,1,12,0
590,6.11,3.36,1.35,2,1,1,2,2,2,3,6,1,1,2,1,2,1,3,1
591,16.36,5.93,2.62,2,2,1,1,2,1,11,2,1,1,1,1,1,1,16,0
592,10.37,1.03,2.41,2,2,2,1,2,1,1,0,2,2,2,2,2,2,5,0
593,17.66,1.34,4.52,1,2,2,1,2,2,8,10,2,1,1,1,2,2,9,0
594,13.8,2.15,2.62,1,1,2,2,2,2,8,2,1,2,3,1,2,2,18,0
595,18.18,3.63,2.72,1,1,2,2,1,1,2,0,1,1,2,1,2,1,5,0
596,6.86,0.9,2.31,1,2,2,2,2,1,11,17,1,1,3,1,1,1,4,0
597,11.18,0.79,4.5,1,1,1,2,1,2,1,2,2,1,2,1,2,2,4,0
598,18.17,3.36,1.74,1,1,1,2,1,2,5,1,2,2,1,1,2,2,17,0
599,11.28,1.86,2.92,2,2,2,2,2,2,3,11,1,2,3,1,2,2,1,0
600,25.17,7.5,6.32,2,2,2,2,1,2,4,4,2,2,2,2,1,1,14,0
601,6.45,2.71,3.58,2,2,1,1,2,2,5,18,2,1,3,1,2,2,3,0
602,15.75,7.18,5.25,1,1,1,1,1,1,24,12,1,1,1,2,1,1,10,0
603,8.68,5.67,3.97,2,2,2,1,2,2,11,5,1,2,3,1,2,2,16,0
604,8.9,0.82,2.48,1,2,2,1,1,2,10,14,1,1,1,2,2,2,7,0
